hadith_id,hadith,source_hadith_id,source_name,Hadith_number,Chapter_English,English_Hadith,Chapter_Arabic,Arabic_Hadith
556.0,حَدِيْثُ أَنَسٍ - رضي الله عنه - فِي الرَّجُلِ الَّذِيْ دَخَلَ الْمَسْجِدَ، وَالنَّبِيُّ - صلى الله عليه وسلم - قَائِمٌ يَخْطُبُ، فَسَأَلَهُ الدُّعَاءَ بِالْغَيْثِ. تَكَرَّرَ كَثِيْرًا، وَفِيْ هذِهِ الرِّوَايَةِ: فَمَا رَأَيْنَا الشَّمْسَ سِتًّا، ثُمَّ دَخَلَ رَجُلٌ مِنْ ذَلِكَ الْبَابِ فِي الْجُمُعَةِ الْمُقْبِلَةِ وَرَسُولُ اللَّهِ - صلى الله عليه وسلم - قَائِمٌ يَخْطُبُ، فَاسْتَقْبَلَهُ قَائِمًا فَقَالَ: يَا رَسُولَ اللَّهِ، هَلَكَتِ الأَمْوَالُ وَانْقَطَعَتِ السُّبُلُ، فَادْعُ اللَّهَ يُمْسِكْهَا عَنَّا، قَالَ: فَرَفَعَ رَسُولُ اللَّهِ - صلى الله عليه وسلم - يَدَيْهِ، ثُمَّ قَالَ: «اللَّهُمَّ حَوَالَيْنَا وَلا عَلَيْنَا، اللَّهُمَّ عَلَى الآكَامِ وَالظِّرَابِ وَبُطُونِ الأَوْدِيَةِ وَمَنَابِتِ الشَّجَرِ». قَالَ: فَأَقْلَعَتْ وَخَرَجْنَا نَمْشِي فِي الشَّمْسِ.,1013,بخاري,,,,,
557.0,وَعَنْهُ - رضي الله عنه -: أَنَّه - صلى الله عليه وسلم - رَفَعَ يَدَيْهِ، فَقَالَ: «اللَّهُمَّ أَغِثْنَا، اللَّهُمَّ أَغِثْنَا، اللَّهُمَّ أَغِثْنَا».,1014,بخاري,,,,,
88.0,وَفِيْ رِوَايَةٍ عَنْ أَبِي هُرَيْرَةَ - رضي الله عنه - قَالَ: «ثَلاثَةً لَمْ يَبْلُغُوا الْحِنْثَ».,102,بخاري,,,,,
558.0,حَدِيْثُ عَبْدِ اللَّهِ بْنِ زَيْدٍ - رضي الله عنه - فِي الِاسْتِسْقَاءِ تَقَدَّمَ، وَفِيْ هذِهِ الرِّوَايَةِ قَالَ: فَحَوَّلَ إِلَى النَّاسِ ظَهْرَهُ وَاسْتَقْبَلَ الْقِبْلَةَ يَدْعُو، ثُمَّ حَوَّلَ رِدَاءَهُ، ثُمَّ صَلَّى لَنَا رَكْعَتَيْنِ جَهَرَ فِيهِمَا بِالْقِرَاءَة.,1024,بخاري,,,,,
89.0,عَنْ عَائِشَةَ - رضي الله عنها -: أَنَّ النَّبِيَّ - صلى الله عليه وسلم - قَالَ: «مَنْ حُوسِبَ عُذِّبَ». قَالَتْ عَائِشَةُ: فَقُلْتُ: أَوَلَيْسَ يَقُولُ اللَّهُ تَعَالَى: {فَسَوْفَ يُحَاسَبُ حِسَابًا يَسِيرًا}؟ قَالَتْ: فَقَالَ: «إِنَّمَا ذَلِكِ الْعَرْضُ وَلَكِنْ مَنْ نُوقِشَ الْحِسَابَ يَهْلِكْ».,103,بخاري,,,,,
559.0,عَنْ أَنَسٍ - رضي الله عنه - قَالَ: كَانَ النَّبِيُّ - صلى الله عليه وسلم - لا يَرْفَعُ يَدَيْهِ فِي شَيْءٍ مِنْ دُعَائِهِ إِلا فِي الِاسْتِسْقَاءِ، وَإِنَّهُ يَرْفَعُ حَتَّى يُرَى بَيَاضُ إِبْطَيْهِ.,1031,بخاري,,,,,
560.0,عَنْ عَائِشَةَ - رضي الله عنها -: أَنَّ رَسُولَ اللَّهِ - صلى الله عليه وسلم - كَانَ إِذَا رَأَى الْمَطَرَ قَالَ: «اللَّهُمَّ صَيِّبًا نَافِعًا».,1032,بخاري,,,,,
561.0,عَنْ أَنَسٍ - رضي الله عنه - يَقُولُ: كَانَتِ الرِّيحُ الشَّدِيدَةُ إِذَا هَبَّتْ عُرِفَ ذَلِكَ فِي وَجْهِ النَّبِيِّ - صلى الله عليه وسلم -.,1034,بخاري,,,,,
562.0,عَنِ ابْنِ عَبَّاسٍ - رضي الله عنهما -: أَنَّ النَّبِيَّ - صلى الله عليه وسلم - قَالَ: «نُصِرْتُ بِالصَّبَا وَأُهْلِكَتْ عَادٌ بِالدَّبُورِ».,1035,بخاري,,,,,
563.0,عَنِ ابْنِ عُمَرَ - رضي الله عنهما - عَنِ النَّبِيِّ - صلى الله عليه وسلم - قَالَ: قَالَ: «اللَّهُمَّ بَارِكْ لَنَا فِي شَامِنَا وَفِي يَمَنِنَا» قَالَ: قَالُوا: وَفِي نَجْدِنَا. قَالَ: قَالَ: «اللَّهُمَّ بَارِكْ لَنَا فِي شَامِنَا وَفِي يَمَنِنَا» قَالَ: قَالُوا: وَفِي نَجْدِنَا. قَالَ: قَالَ: «هُنَاكَ الزَّلازِلُ وَالْفِتَنُ وَبِهَا يَطْلُعُ قَرْنُ الشَّيْطَانِ».,1037,بخاري,,,,,
564.0,وَعَنْهُ - رضي الله عنه - قَالَ: قَالَ رَسُولُ اللَّهِ - صلى الله عليه وسلم -: «مِفْتَاحُ الْغَيْبِ خَمْسٌ لا يَعْلَمُهَا إِلا اللَّهُ: لا يَعْلَمُ أَحَدٌ مَا يَكُونُ فِي غَدٍ، وَلا يَعْلَمُ أَحَدٌ مَا يَكُونُ فِي الأَرْحَامِ، وَلا تَعْلَمُ نَفْسٌ مَاذَا تَكْسِبُ غَدًا، وَمَا تَدْرِي نَفْسٌ بِأَيِّ أَرْضٍ تَمُوتُ، وَمَا يَدْرِي أَحَدٌ مَتَى يَجِيءُ الْمَطَرُ».,1039,بخاري,,,,,
90.0,عَنْ أَبِي شُرَيْحٍ - رضي الله عنه - قَالَ: سَمِعْتُ رَسُولِ اللَّهِ - صلى الله عليه وسلم - الْغَدَ مِنْ يَوْمِ الْفَتْحِ يَقُوْلُ قَوْلًا سَمِعَتْهُ أُذُنَايَ  وَوَعَاهُ قَلْبِي وَأَبْصَرَتْهُ عَيْنَايَ حِينَ تَكَلَّمَ بِهِ، حَمِدَ اللَّهَ وَأَثْنَى عَلَيْهِ ثُمَّ قَالَ: «إِنَّ مَكَّةَ حَرَّمَهَا اللَّهُ وَلَمْ يُحَرِّمْهَا النَّاسُ، فَلا يَحِلُّ لامْرِئٍ يُؤْمِنُ بِاللَّهِ وَالْيَوْمِ الآخِرِ أَنْ يَسْفِكَ بِهَا دَمًا وَلا يَعْضِدَ بِهَا شَجَرَةً، فَإِنْ أَحَدٌ تَرَخَّصَ لِقِتَالِ رَسُولِ اللَّهِ - صلى الله عليه وسلم - فِيهَا فَقُولُوا: إِنَّ اللَّهَ قَدْ أَذِنَ لِرَسُولِهِ وَلَمْ يَأْذَنْ لَكُمْ، وَإِنَّمَا أَذِنَ لِي فِيهَا سَاعَةً مِنْ نَهَارٍ ثُمَّ عَادَتْ حُرْمَتُهَا الْيَوْمَ كَحُرْمَتِهَا بِالأَمْسِ، وَلْيُبَلِّغِ الشَّاهِدُ الْغَائِبَ».,104,بخاري,,,,,
566.0,وَفِيْ رِوَايَةٍ عَنْهُ - رضي الله عنه - قَالَ: قَالَ - صلى الله عليه وسلم -: «وَلكِنَّ الله تَعَالى يُخَوِّفُ بِهِمَا عِبَادَهُ».,"1040,1048",بخاري,,,,,
567.0,وَفِيْ رِوَايَةٍ عَنِ الْمُغِيرَةِ بْنِ شُعْبَةَ - رضي الله عنه - قَالَ: كَسَفَتِ الشَّمْسُ عَلَى عَهْدِ رَسُولِ اللَّهِ - صلى الله عليه وسلم - يَوْمَ مَاتَ إِبْرَاهِيمُ، فَقَالَ النَّاسُ: كَسَفَتِ الشَّمْسُ لِمَوْتِ إِبْرَاهِيمَ، فَقَالَ رَسُولُ اللَّهِ - صلى الله عليه وسلم -: «إِنَّ الشَّمْسَ وَالْقَمَرَ لا يَنْكَسِفَانِ لِمَوْتِ أَحَدٍ وَلا لِحَيَاتِهِ، فَإِذَا رَأَيْتُمْ فَصَلُّوا وَادْعُوا اللَّهَ».,1043,بخاري,,,,,
568.0,وَفِيْ رِوَايَةٍ عَنْ عَائِشَةَ - رضي الله عنها - قَالَتْ: خَسَفَتِ الشَّمْسُ فِي عَهْدِ رَسُولِ اللَّهِ - صلى الله عليه وسلم - فَصَلَّى رَسُولُ اللَّهِ - صلى الله عليه وسلم - بِالنَّاسِ، فَقَامَ فَأَطَالَ الْقِيَامَ، ثُمَّ رَكَعَ فَأَطَالَ الرُّكُوعَ، ثُمَّ قَامَ فَأَطَالَ الْقِيَامَ وَهُوَ دُونَ الْقِيَامِ الأَوَّلِ، ثُمَّ رَكَعَ فَأَطَالَ الرُّكُوعَ وَهُوَ دُونَ الرُّكُوعِ الأَوَّلِ، ثُمَّ سَجَدَ فَأَطَالَ السُّجُودَ، ثُمَّ فَعَلَ فِي الرَّكْعَةِ الثَّانِيَةِ مِثْلَ مَا فَعَلَ فِي الأُولَى، ثُمَّ انْصَرَفَ وَقَدِ انْجَلَتِ الشَّمْسُ، فَخَطَبَ النَّاسَ فَحَمِدَ اللَّهَ وَأَثْنَى عَلَيْهِ ثُمَّ قَالَ: «إِنَّ الشَّمْسَ وَالْقَمَرَ آيَتَانِ مِنْ آيَاتِ اللَّهِ لا يَخْسِفَانِ لِمَوْتِ أَحَدٍ وَلا لِحَيَاتِهِ، فَإِذَا رَأَيْتُمْ  ذَلِكَ فَادْعُوا اللَّهَ وَكَبِّرُوا وَصَلُّوا وَتَصَدَّقُوا». ثُمَّ قَالَ: «يَا أُمَّةَ مُحَمَّدٍ وَاللَّهِ مَا مِنْ أَحَدٍ أَغْيَرُ مِنَ اللَّهِ أَنْ يَزْنِيَ عَبْدُهُ أَوْ تَزْنِيَ أَمَتُهُ، يَا أُمَّةَ مُحَمَّدٍ وَاللَّهِ لَوْ تَعْلَمُونَ مَا أَعْلَمُ لَضَحِكْتُمْ قَلِيلًا وَلبَكَيْتُمْ كَثِيرًا».,1044,بخاري,,,,,
569.0,عَنْ عَبْدِ اللَّهِ بْنِ عَمْرٍو - رضي الله عنهما - قَالَ: لَمَّا كَسَفَتِ الشَّمْسُ عَلَى عَهْدِ رَسُولِ اللَّهِ - صلى الله عليه وسلم - نُودِيَ: إِنَّ الصَّلاةَ جَامِعَةٌ.,1045,بخاري,,,,,
570.0,عَنْ عَائِشَةَ - رضي الله عنها -، زَوْجِ النَّبِيِّ - صلى الله عليه وسلم -: أَنَّ يَهُودِيَّةً جَاءَتْ تَسْأَلُهَا فَقَالَتْ لَهَا: أَعَاذَكِ اللَّهُ مِنْ عَذَابِ الْقَبْرِ. فَسَأَلَتْ عَائِشَةُ - رضي الله عنها - رَسُولَ اللَّهِ - صلى الله عليه وسلم -: أيُعَذَّبُ النَّاسُ في قُبُورِهم؟ فَقَالَ رَسُولُ اللَّهِ - صلى الله عليه وسلم -: «عَائِذًا بِاللَّهِ مِنْ ذَلِكَ» ثُمَّ ذَكَرَتْ حَدِيثَ الْكُسُوْفِ ثُمَّ قَالَتْ فِيْ آخِرِهِ: ثُمَّ أَمَرَهُمْ أَنْ يَتَعَوَّذُوا مِنْ عَذَابِ الْقَبْرِ.,1049,بخاري,,,,,
571.0,عَنْ عَبْدِ اللَّهِ بْنِ عَبَّاسٍ - رضي الله عنهما - ذَكَرَ حَدِيْثَ الْكُسُوْفِ بِطُوْلِهِ ثُمَّ قَالَ: رَأَيْنَاكَ تَنَاوَلْتَ شَيْئًا فِي مَقَامِكَ ثُمَّ رَأَيْنَاكَ كَعْكَعْتَ؟ فقَالَ - صلى الله عليه وسلم -: «إِنِّي رَأَيْتُ الْجَنَّةَ فَتَنَاوَلْتُ عُنْقُودًا، وَلَوْ أَصَبْتُهُ لأَكَلْتُمْ مِنْهُ مَا بَقِيَتِ الدُّنْيَا، وَأُرِيتُ النَّارَ، فَلَمْ أَرَ مَنْظَرًا كَالْيَوْمِ قَطُّ أَفْظَعَ، وَرَأَيْتُ أَكْثَرَ أَهْلِهَا النِّسَاءَ». قَالُوا: بِمَ يَا رَسُولَ اللَّهِ؟ قَالَ: «بِكُفْرِهِنَّ». قِيلَ: يَكْفُرْنَ بِاللَّهِ؟ قَالَ: «يَكْفُرْنَ الْعَشِيرَ وَيَكْفُرْنَ الإِحْسَانَ، لَوْ أَحْسَنْتَ إِلَى إِحْدَاهُنَّ الدَّهْرَ كُلَّهُ ثُمَّ رَأَتْ مِنْكَ شَيْئًا قَالَتْ: مَا رَأَيْتُ مِنْكَ خَيْرًا قَطُّ».,1052,بخاري,,,,,
572.0,عَنْ أَسْمَاءَ - رضي الله عنها - قَالَتْ: لَقَدْ أَمَرَ النَّبِيُّ - صلى الله عليه وسلم - بِالْعَتَاقَةِ فِي كُسُوفِ الشَّمْسِ.,1054,بخاري,,,,,
573.0,عَنْ أَبِي مُوسَى - رضي الله عنه - قَالَ: خَسَفَتِ الشَّمْسُ فَقَامَ النَّبِيُّ - صلى الله عليه وسلم - فَزِعًا يَخْشَى أَنْ تَكُونَ السَّاعَةُ، فَأَتَى الْمَسْجِدَ فَصَلَّى بِأَطْوَلِ قِيَامٍ وَرُكُوعٍ وَسُجُودٍ رَأَيْتُهُ قَطُّ يَفْعَلُهُ، وَقَالَ: «هَذِهِ الآيَاتُ الَّتِي يُرْسِلُ اللَّهُ لا تَكُونُ لِمَوْتِ أَحَدٍ وَلا لِحَيَاتِهِ، وَلَكِنْ يخَوِّفُ اللَّهُ بِهِ عِبَادَهُ، فَإِذَا رَأَيْتُمْ شَيْئًا مِنْ ذَلِكَ فَافْزَعُوا إِلَى ذِكْرِهِ وَدُعَائِهِ وَاسْتِغْفَارِهِ».,1059,بخاري,,,,,
91.0,عن عَلِيٍّ - رضي الله عنه - قال: قَالَ النَّبِيُّ - صلى الله عليه وسلم -: «لا تَكْذِبُوا عَلَيَّ فَإِنَّهُ مَنْ كَذَبَ عَلَيَّ فَلْيَلِجِ النَّارَ».,106,بخاري,,,,,
574.0,عَنْ عَائِشَةَ - رضي الله عنها - قَالَتْ: جَهَرَ النَّبِيُّ - صلى الله عليه وسلم - فِي صَلاةِ الْخُسُوفِ بِقِرَاءَتِهِ، فَإِذَا فَرَغَ مِنْ قِرَاءَتِهِ كَبَّرَ فَرَكَعَ، وَإِذَا رَفَعَ مِنَ الرَّكْعَةِ قَالَ: «سَمِعَ اللَّهُ لِمَنْ حَمِدَهُ رَبَّنَا وَلَكَ الْحَمْدُ». ثُمَّ يُعَاوِدُ الْقِرَاءَةَ فِي صَلاةِ الْكُسُوفِ، أَرْبَعَ رَكَعَاتٍ فِي رَكْعَتَيْنِ وَأَرْبَعَ سَجَدَاتٍ.,1065,بخاري,,,,,
575.0,عَنْ عَبْدِ اللَّهِ بْنِ مَسْعُوْدٍ - رضي الله عنه - قَالَ: قَرَأَ النَّبِيُّ - صلى الله عليه وسلم - النَّجْمَ بِمَكَّةَ فَسَجَدَ فِيهَا وَسَجَدَ مَنْ مَعَهُ غَيْرَ شَيْخٍ أَخَذَ كَفًّا مِنْ حَصًى أَوْ تُرَابٍ فَرَفَعَهُ إِلَى جَبْهَتِهِ وَقَالَ: يَكْفِينِي هَذَا، فَرَأَيْتُهُ بَعْدَ ذَلِكَ قُتِلَ كَافِرًا.,1067,بخاري,,,,,
576.0,عَنِ ابْنِ عَبَّاسٍ - رضي الله عنهما - قَالَ: {ص} لَيْسَت مِنْ عَزَائِمِ السُّجُودِ، وَقَدْ رَأَيْتُ النَّبِيَّ - صلى الله عليه وسلم - يَسْجُدُ فِيهَا.,1069,بخاري,,,,,
577.0,وَحَدِيْثُهُ - رضي الله عنه - أَنَّ النَّبِيَّ - صلى الله عليه وسلم - سَجَدَ بِالنَّجْمِ قَدْ تَقَدَّمَ قَرِيْبًا مِنْ رِوَايَةِ ابنِ مَسْعُوْدٍ وَزَادَ فِيْ هذِهِ الرِّوَايَةِ: وَسَجَدَ مَعَهُ الْمُسْلِمُونَ وَالْمُشْرِكُونَ وَالْجِنُّ وَالإِنْسُ.,1071,بخاري,,,,,
578.0,عَنْ زَيْدِ بْنِ ثَابِتٍ - رضي الله عنه - قَالَ: قَرَأْتُ عَلَى النَّبِيِّ - صلى الله عليه وسلم - {وَالنَّجْمِ} فَلَمْ يَسْجُدْ فِيهَا.,1073,بخاري,,,,,
579.0,عَنْ أَبِيْ هُرَيْرَةَ - رضي الله عنه - أَنَّهُ قَرَأَ: {إِذَا السَّمَاءُ انْشَقَّتْ} فَسَجَدَ بِهَا، فَقِيْلَ لَهُ فِيْ ذلِكَ فَقَالَ: لَوْ لَمْ أَرَ النَّبِيَّ - صلى الله عليه وسلم - يَسْجُدُ لَمْ أَسْجُدْ.,1074,بخاري,,,,,
580.0,عَنِ ابْنِ عُمَرَ - رضي الله عنهما - قَالَ: كَانَ النَّبِيُّ - صلى الله عليه وسلم - يَقْرَأُ عَلَيْنَا السُّورَةَ فِيهَا السَّجْدَةُ فَيَسْجُدُ وَنَسْجُدُ حَتَّى مَا يَجِدُ أَحَدُنَا مَوْضِعَ جَبْهَتِهِ.,1079,بخاري,,,,,
581.0,عَنِ ابْنِ عَبَّاسٍ - رضي الله عنهما - قَالَ: أَقَامَ النَّبِيُّ - صلى الله عليه وسلم - تِسْعَةَ عَشَرَ يَقْصُرُ.,1080,بخاري,,,,,
582.0,عن أَنَسٍ - رضي الله عنه - قال: خَرَجْنَا مَعَ النَّبِيِّ - صلى الله عليه وسلم - مِنَ الْمَدِينَةِ إِلَى مَكَّةَ فَكَانَ يُصَلِّي رَكْعَتَيْنِ رَكْعَتَيْنِ حَتَّى رَجَعْنَا إِلَى الْمَدِينَةِ. قِيْلَ لَهُ: أَقَمْتُمْ بِمَكَّةَ شَيْئًا؟ قَالَ: أَقَمْنَا بِهَا عَشْرًا.,1081,بخاري,,,,,
583.0,عَنْ عَبْدِ اللَّهِ بْنِ عُمَرَ - رضي الله عنهما - قَالَ: صَلَّيْتُ مَعَ النَّبِيِّ - صلى الله عليه وسلم - بِمِنًى رَكْعَتَيْنِ وَأَبِي بَكْرٍ وَعُمَرَ وَمَعَ عُثْمَانَ صَدْرًا مِنْ إِمَارَتِهِ ثُمَّ أَتَمَّهَا.,1082,بخاري,,,,,
584.0,عَنْ حَارِثَةَ بْنِ وَهْبٍ - رضي الله عنه - قَالَ: صَلَّى بِنَا النَّبِيُّ - صلى الله عليه وسلم - آمَنَ مَا كَانَ بِمِنًى رَكْعَتَيْنِ.,1083,بخاري,,,,,
585.0,عَنِ ابْنِ مَسْعُوْدٍ - رضي الله عنه - لَمَّا قِيْلَ لَهُ: صَلَّى بِنَا عُثْمَانُ - رضي الله عنه - بِمِنًى أَرْبَعَ رَكَعَاتٍ، اسْتَرْجَعَ ثُمَّ قَالَ: صَلَّيْتُ مَعَ رَسُولِ اللَّهِ - صلى الله عليه وسلم - بِمِنًى رَكْعَتَيْنِ وَصَلَّيْتُ مَعَ أَبِي بَكْرٍ الصِّدِّيقِ - رضي الله عنه - بِمِنًى رَكْعَتَيْنِ وَصَلَّيْتُ مَعَ عُمَرَ بْنِ الْخَطَّابِ - رضي الله عنه - بِمِنًى رَكْعَتَيْنِ، فَلَيْتَ حَظِّي مِنْ أَرْبَعِ رَكَعَاتٍ رَكْعَتَانِ مُتَقَبَّلَتَانِ.,1084,بخاري,,,,,
586.0,عَنْ أَبِي هُرَيْرَةَ - رضي الله عنه - قَالَ: قَالَ النَّبِيُّ - صلى الله عليه وسلم -: «لا يَحِلُّ لامْرَأَةٍ تُؤْمِنُ بِاللَّهِ وَالْيَوْمِ الآخِرِ أَنْ تُسَافِرَ مَسِيرَةَ يَوْمٍ وَلَيْلَةٍ لَيْسَ مَعَهَا حُرْمَةٌ».,1088,بخاري,,,,,
92.0,عَنْ سَلَمَةَ - رضي الله عنه - قَالَ: سَمِعْتُ النَّبِيَّ - صلى الله عليه وسلم - يَقُولُ: «مَنْ يَقُلْ عَلَيَّ مَا لَمْ أَقُلْ فَلْيَتَبَوَّأْ مَقْعَدَهُ مِنَ النَّارِ».,109,بخاري,,,,,
